cohort_version,freeze_date,freeze_date_tag,gene_family,normalized_target_name,matrix_bucket,n_studies_reported_detected,n_rows_reported_detected,note
v1.0,2026-06-27,20260627,erm,ermF,matrix_unclear,7,11,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,intI2,influent,7,10,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,qnr,qnrB,matrix_unclear,6,41,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,ampC,matrix_unclear,6,27,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,erm,ermB,secondary_effluent,6,9,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,qnr,qnrD,matrix_unclear,6,9,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,tet,tetM,secondary_effluent,6,7,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,tet,tetQ,secondary_effluent,6,7,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaSHV,matrix_unclear,5,25,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaNDM,matrix_unclear,5,18,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaKPC,influent,5,16,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,tet,tetG,final_effluent,5,16,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,tet,tetX,final_effluent,5,15,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaOXA,matrix_unclear,5,14,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,erm,mefA,matrix_unclear,5,12,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,qnr,qnrA,matrix_unclear,5,11,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,sul,sul2,other_known,5,10,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaVIM,matrix_unclear,5,8,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,tet,tetB,final_effluent,5,7,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,tet,tetQ,final_effluent,5,7,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,tet,tetB,influent,5,6,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaVIM,final_effluent,5,5,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,dfrA1,matrix_unclear,4,43,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaGES,matrix_unclear,4,18,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,ampC,final_effluent,4,16,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,tet,tetG,influent,4,15,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,tet,tetG,sludge,4,15,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaNDM-1,matrix_unclear,4,13,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,qnr,qnrB,final_effluent,4,13,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaIMP,matrix_unclear,4,12,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,vanA,final_effluent,4,12,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,erm,ermB,other_known,4,11,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,erm,mphE,matrix_unclear,4,11,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,aadA,matrix_unclear,4,11,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,erm,macB,matrix_unclear,4,9,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaOXA-58,final_effluent,4,8,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaIMP,final_effluent,4,6,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,mecA,matrix_unclear,4,6,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaNDM,final_effluent,4,5,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,tet,tetX,secondary_effluent,4,5,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaCTX-M-32,final_effluent,4,4,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,intI3,influent,4,4,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaOXA-10,matrix_unclear,3,15,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,mexB,sludge,3,11,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,ampC,influent,3,10,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,qnr,qnrS,other_known,3,10,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,tet,tetM,other_known,3,9,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,qnr,qnrB,influent,3,8,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaTEM,other_known,3,7,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,erm,macB,sludge,3,7,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,mcr-1,final_effluent,3,7,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,bacA,influent,3,6,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,bacA,sludge,3,6,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaCTX-M-32,influent,3,5,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaCTX-M-32,matrix_unclear,3,5,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaNDM,influent,3,5,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaVEB,matrix_unclear,3,5,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaCTX,influent,3,4,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaOXA-48,final_effluent,3,4,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaVIM,influent,3,4,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,mecA,influent,3,4,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,erm,ereA,matrix_unclear,3,4,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,aadA2,matrix_unclear,3,4,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,floR,matrix_unclear,3,4,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,tet,tetA,other_known,3,4,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,tet,tetC,influent,3,4,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaCTX-M-32,secondary_effluent,3,3,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaIMP,influent,3,3,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaOXA-1,influent,3,3,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,vanA,secondary_effluent,3,3,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,qnr,qnrD,influent,3,3,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,tet,tetW,secondary_effluent,3,3,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,vanHB,matrix_unclear,2,35,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaKPC-2,matrix_unclear,2,26,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaNDM-1,secondary_effluent,2,17,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,tet,tetX,influent,2,11,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaOXA-58,matrix_unclear,2,8,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaOXA-48,matrix_unclear,2,7,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,intI2,final_effluent,2,7,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,tet,tetW,other_known,2,7,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,intI3,matrix_unclear,2,6,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaOXA-1,sludge,2,5,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,erm,ermF,sludge,2,5,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,aadA,influent,2,5,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,vanR,matrix_unclear,2,5,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaCTX-M,secondary_effluent,2,4,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaCTX-M,sludge,2,4,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaGES-1,influent,2,4,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaOXA-48,influent,2,4,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,arnA,matrix_unclear,2,4,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,mcr-1,secondary_effluent,2,4,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,vanH,matrix_unclear,2,4,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,sul,sul3,final_effluent,2,4,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,tet,tetPB,sludge,2,4,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaCMY-2,secondary_effluent,2,3,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaCTX-M-1 group,final_effluent,2,3,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaKPC-2,final_effluent,2,3,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaNDM-1,influent,2,3,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaTEM-2,final_effluent,2,3,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaVIM,secondary_effluent,2,3,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,erm,mefA,sludge,2,3,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,bacA,final_effluent,2,3,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,dfrA12,matrix_unclear,2,3,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,vanB,matrix_unclear,2,3,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,vanY,matrix_unclear,2,3,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,tet,tetE,secondary_effluent,2,3,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaCMY-2,final_effluent,2,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaFOX,sludge,2,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaGES,sludge,2,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaKPC,sludge,2,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaOXA-58,influent,2,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaSHV,final_effluent,2,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,erm,ereA,sludge,2,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,erm,ermF,influent,2,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,erm,ermF,secondary_effluent,2,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,erm,mphB,influent,2,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,cmlA,matrix_unclear,2,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,mcr-1,sludge,2,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,mexB,matrix_unclear,2,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,mexF,influent,2,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,vanA,sludge,2,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,vanB,influent,2,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,vanB,secondary_effluent,2,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,qnr,aac(6')-Ib-cr,sludge,2,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,sul,sul3,influent,2,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,tet,tetB,secondary_effluent,2,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,tet,tetG,secondary_effluent,2,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,tet,tetO,secondary_effluent,2,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,tet,tet32,matrix_unclear,1,37,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,cepA,matrix_unclear,1,32,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,tet,tet39,matrix_unclear,1,32,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaKPC-2,other_known,1,15,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaVIM-1,matrix_unclear,1,15,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,pB10,sludge,1,14,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,nptII,matrix_unclear,1,13,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaPSE-1,matrix_unclear,1,12,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaVIM-1,influent,1,9,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaVIM-1,final_effluent,1,8,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,ampC-04,matrix_unclear,1,7,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,aph(3'),matrix_unclear,1,7,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,mexF,sludge,1,7,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,qnr,qnrS2,matrix_unclear,1,7,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,sul,sul3,sludge,1,7,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaOXA-48-like,matrix_unclear,1,6,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,erm,ermG,matrix_unclear,1,6,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,pB10,other_known,1,6,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,tet,tetG-01,sludge,1,6,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,fabI,sludge,1,5,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaKPC,other_known,1,4,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaPER,final_effluent,1,4,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaSHV,influent,1,4,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaTEM-1,final_effluent,1,4,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaTEM-2,matrix_unclear,1,4,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,erm,ereD,sludge,1,4,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,OXA,final_effluent,1,4,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,OXA,sludge,1,4,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,aac(3)-II,final_effluent,1,4,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,aph(3'),other_known,1,4,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,aphA,matrix_unclear,1,4,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,mexF,matrix_unclear,1,4,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,qacE,sludge,1,4,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,tet,tet33,sludge,1,4,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,tet,tetG-01,matrix_unclear,1,4,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaCTX-M-1 group,influent,1,3,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaIND,matrix_unclear,1,3,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaOXA,other_known,1,3,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaOXA-1,matrix_unclear,1,3,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaOXA-10,sludge,1,3,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaOXA-2,sludge,1,3,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaOXA-211,matrix_unclear,1,3,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaOXA-48-like,influent,1,3,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaTEM-1,secondary_effluent,1,3,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,cfxA,matrix_unclear,1,3,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,erm,mphG,matrix_unclear,1,3,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,aph(6)-I,matrix_unclear,1,3,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,mexM/mexN,matrix_unclear,1,3,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,mexW,matrix_unclear,1,3,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,qacE,final_effluent,1,3,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,vanRA,matrix_unclear,1,3,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,vanRB,matrix_unclear,1,3,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,vanRC,matrix_unclear,1,3,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,vanRE,matrix_unclear,1,3,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,vanRG,matrix_unclear,1,3,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,vanSA,matrix_unclear,1,3,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,vanSD,matrix_unclear,1,3,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,vanSD,sludge,1,3,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,qnr,qnrA,final_effluent,1,3,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,qnr,qnrC,matrix_unclear,1,3,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,tet,tet37,matrix_unclear,1,3,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,tet,tetA-02,matrix_unclear,1,3,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,tet,tetPA,matrix_unclear,1,3,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,tet,tetPB,matrix_unclear,1,3,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,tet,tetT,matrix_unclear,1,3,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,tet,tetZ,matrix_unclear,1,3,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,BlaRTG-2,influent,1,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,bla nps-1,sludge,1,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaBEL-1,matrix_unclear,1,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaCTX-M-32,sludge,1,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaCTX-M-9,matrix_unclear,1,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaCphA,matrix_unclear,1,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaFOX,matrix_unclear,1,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaGES-14,matrix_unclear,1,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaM-1,final_effluent,1,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaOXA genes,matrix_unclear,1,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaOXA-23,matrix_unclear,1,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaOXA-900,matrix_unclear,1,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaOXA-A,sludge,1,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaPBP-1B,matrix_unclear,1,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaPER,influent,1,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaSFH,matrix_unclear,1,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaTEM-1,matrix_unclear,1,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaTEM-1,sludge,1,2,reported detection only; not prevalence denominator
