cohort_id,cohort_version,freeze_date,freeze_date_tag,snapshot_read_only,record_id,doi,year,outcome_id,target_name,matrix_before,matrix_after,treatment_process,outcome_type,reported_outcome_value,reported_outcome_unit,calculated_by_llm,paired_data_status,reported_outcome_value_min,reported_outcome_value_max,repair_applied,linked_measurement_ids,extraction_source,extraction_model,prompt_rule_version,value_scope,inter_run_agreement,normalized_target_name,normalized_arg_class,normalized_target_type,target_scope,target_eligibility_for_quant,normalized_matrix_before,matrix_before_group,normalized_matrix_after,matrix_after_group,normalized_treatment_process,treatment_group,matrix_transition_type,matrix_transition_before_class,matrix_transition_after_class,normalized_outcome_type,outcome_group,normalized_outcome_unit,outcome_unit_family,log_harmonization_status,outcome_direction,normalized_paired_data_status,valid_for_removal_synthesis,pairing_quality_flag,processing_stream,direction_inference_label,direction_inference_confidence,analysis_value,value_parse_method,gene_family,route,outlier_flag,rescued_normalized_treatment_process,rescued_treatment_group,rescued_technology_supergroup,technology_supergroup,technology_supergroup_4group
M1_AXIS1_REMOVAL_CROSS_STAGE_ROUTE,v1.0,2026-06-27,20260627,Yes,R0132,10.1007/s11356-023-31287-w,2024,O_000191,tetO,influent,final effluent,vermifiltration,reduction,28.2,percent,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,tetO,tetracycline resistance,ARG,gene_specific,Yes,influent,liquid_influent,final_effluent,liquid_effluent,vermifiltration,unclear,cross_stage_route,influent,final_effluent,reduction,quantitative_removal,percent_removal,removal_percent,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,28.2,single_numeric,tet,influent_to_final_effluent,,vermifiltration,nature_based_treatment,biological-advanced,biological,biological
M1_AXIS1_REMOVAL_CROSS_STAGE_ROUTE,v1.0,2026-06-27,20260627,Yes,R0132,10.1007/s11356-023-31287-w,2024,O_000192,tetW,influent,final effluent,vermifiltration,reduction,24.8,percent,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,tetW,tetracycline resistance,ARG,gene_specific,Yes,influent,liquid_influent,final_effluent,liquid_effluent,vermifiltration,unclear,cross_stage_route,influent,final_effluent,reduction,quantitative_removal,percent_removal,removal_percent,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,24.8,single_numeric,tet,influent_to_final_effluent,,vermifiltration,nature_based_treatment,biological-advanced,biological,biological
M1_AXIS1_REMOVAL_CROSS_STAGE_ROUTE,v1.0,2026-06-27,20260627,Yes,R0132,10.1007/s11356-023-31287-w,2024,O_000193,tetM,influent,final effluent,vermifiltration,reduction,20.2,percent,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,tetM,tetracycline resistance,ARG,gene_specific,Yes,influent,liquid_influent,final_effluent,liquid_effluent,vermifiltration,unclear,cross_stage_route,influent,final_effluent,reduction,quantitative_removal,percent_removal,removal_percent,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,20.2,single_numeric,tet,influent_to_final_effluent,,vermifiltration,nature_based_treatment,biological-advanced,biological,biological
M1_AXIS1_REMOVAL_CROSS_STAGE_ROUTE,v1.0,2026-06-27,20260627,Yes,R0132,10.1007/s11356-023-31287-w,2024,O_000194,tetQ,influent,final effluent,vermifiltration,reduction,25.4,percent,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,tetQ,tetracycline resistance,ARG,gene_specific,Yes,influent,liquid_influent,final_effluent,liquid_effluent,vermifiltration,unclear,cross_stage_route,influent,final_effluent,reduction,quantitative_removal,percent_removal,removal_percent,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,25.4,single_numeric,tet,influent_to_final_effluent,,vermifiltration,nature_based_treatment,biological-advanced,biological,biological
M1_AXIS1_REMOVAL_CROSS_STAGE_ROUTE,v1.0,2026-06-27,20260627,Yes,R0132,10.1007/s11356-023-31287-w,2024,O_000195,sul1,influent,final effluent,vermifiltration,reduction,29.6,percent,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,sul1,sulfonamide resistance,ARG,gene_specific,Yes,influent,liquid_influent,final_effluent,liquid_effluent,vermifiltration,unclear,cross_stage_route,influent,final_effluent,reduction,quantitative_removal,percent_removal,removal_percent,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,29.6,single_numeric,sul,influent_to_final_effluent,,vermifiltration,nature_based_treatment,biological-advanced,biological,biological
M1_AXIS1_REMOVAL_CROSS_STAGE_ROUTE,v1.0,2026-06-27,20260627,Yes,R0132,10.1007/s11356-023-31287-w,2024,O_000196,sul2,influent,final effluent,vermifiltration,reduction,80.8,percent,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,sul2,sulfonamide resistance,ARG,gene_specific,Yes,influent,liquid_influent,final_effluent,liquid_effluent,vermifiltration,unclear,cross_stage_route,influent,final_effluent,reduction,quantitative_removal,percent_removal,removal_percent,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,80.8,single_numeric,sul,influent_to_final_effluent,,vermifiltration,nature_based_treatment,biological-advanced,biological,biological
M1_AXIS1_REMOVAL_CROSS_STAGE_ROUTE,v1.0,2026-06-27,20260627,Yes,R0170,10.1016/j.jhazmat.2021.127352,2022,O_000255,tetE,influent,effluent,EGSB anaerobic reactor,log_reduction,1.85,log units,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,tetE,tetracycline resistance,ARG,gene_specific,Yes,influent,liquid_influent,final_effluent,liquid_effluent,EGSB anaerobic reactor,unclear,cross_stage_route,influent,final_effluent,log_reduction,quantitative_removal,log_reduction,log_reduction,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,1.85,single_numeric,tet,influent_to_final_effluent,,EGSB,anaerobic_biological_treatment,biological-advanced,biological,biological
M1_AXIS1_REMOVAL_CROSS_STAGE_ROUTE,v1.0,2026-06-27,20260627,Yes,R0180,10.1007/s41742-023-00552-8,2024,O_000292,blaTEM,influent,final effluent,anaerobic digestion followed by anaerobic ponds,reduction,3.07,log,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,blaTEM,beta-lactam resistance,ARG,gene_specific,Yes,influent,liquid_influent,final_effluent,liquid_effluent,anaerobic digestion followed by anaerobic ponds,unclear,cross_stage_route,influent,final_effluent,reduction,quantitative_removal,log_reduction,log_reduction,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,3.07,single_numeric,bla,influent_to_final_effluent,,anaerobic_digestion,anaerobic_digestion,biological-advanced,biological,biological
M1_AXIS1_REMOVAL_CROSS_STAGE_ROUTE,v1.0,2026-06-27,20260627,Yes,R0180,10.1007/s41742-023-00552-8,2024,O_000293,ermB,influent,final effluent,anaerobic digestion followed by anaerobic ponds,reduction,1.54,log,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,ermB,macrolide-lincosamide-streptogramin resistance,ARG,gene_specific,Yes,influent,liquid_influent,final_effluent,liquid_effluent,anaerobic digestion followed by anaerobic ponds,unclear,cross_stage_route,influent,final_effluent,reduction,quantitative_removal,log_reduction,log_reduction,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,1.54,single_numeric,erm,influent_to_final_effluent,,anaerobic_digestion,anaerobic_digestion,biological-advanced,biological,biological
M1_AXIS1_REMOVAL_CROSS_STAGE_ROUTE,v1.0,2026-06-27,20260627,Yes,R0196,10.1016/j.watres.2020.116752,2021,O_000309,ermB,influent,final effluent,full-scale wastewater treatment,log_reduction,2.5,logs,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,ermB,macrolide-lincosamide-streptogramin resistance,ARG,gene_specific,Yes,influent,liquid_influent,final_effluent,liquid_effluent,full-scale wastewater treatment,unclear,cross_stage_route,influent,final_effluent,log_reduction,quantitative_removal,log_reduction,log_reduction,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,2.5,single_numeric,erm,influent_to_final_effluent,,activated_sludge,secondary_biological_treatment,biological-conventional,biological,biological
M1_AXIS1_REMOVAL_CROSS_STAGE_ROUTE,v1.0,2026-06-27,20260627,Yes,R0196,10.1016/j.watres.2020.116752,2021,O_000310,tetM,influent,final effluent,full-scale wastewater treatment,log_reduction,2.0,logs,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,tetM,tetracycline resistance,ARG,gene_specific,Yes,influent,liquid_influent,final_effluent,liquid_effluent,full-scale wastewater treatment,unclear,cross_stage_route,influent,final_effluent,log_reduction,quantitative_removal,log_reduction,log_reduction,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,2.0,single_numeric,tet,influent_to_final_effluent,,activated_sludge,secondary_biological_treatment,biological-conventional,biological,biological
M1_AXIS1_REMOVAL_CROSS_STAGE_ROUTE,v1.0,2026-06-27,20260627,Yes,R0196,10.1016/j.watres.2020.116752,2021,O_000311,blaCTX-M,influent,final effluent,full-scale wastewater treatment,log_reduction,2.0,logs,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,blaCTX-M,beta-lactam resistance,ARG,gene_specific,Yes,influent,liquid_influent,final_effluent,liquid_effluent,full-scale wastewater treatment,unclear,cross_stage_route,influent,final_effluent,log_reduction,quantitative_removal,log_reduction,log_reduction,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,2.0,single_numeric,bla,influent_to_final_effluent,,activated_sludge,secondary_biological_treatment,biological-conventional,biological,biological
M1_AXIS1_REMOVAL_CROSS_STAGE_ROUTE,v1.0,2026-06-27,20260627,Yes,R0199,10.1016/j.watres.2014.05.019,2014,O_000325,tetA,influent,secondary effluent,sewage treatment process,removal_efficiency,99.94,%,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,tetA,tetracycline resistance,ARG,gene_specific,Yes,influent,liquid_influent,secondary_effluent,liquid_effluent,sewage treatment process,unclear,cross_stage_route,influent,secondary_effluent,removal_efficiency,quantitative_removal,percent_removal,removal_percent,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,99.94,single_numeric,tet,influent_to_secondary_effluent,,anaerobic_digestion,anaerobic_digestion,biological-advanced,biological,biological
M1_AXIS1_REMOVAL_CROSS_STAGE_ROUTE,v1.0,2026-06-27,20260627,Yes,R0199,10.1016/j.watres.2014.05.019,2014,O_000326,tetC,influent,secondary effluent,sewage treatment process,removal_efficiency,97.38,%,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,tetC,tetracycline resistance,ARG,gene_specific,Yes,influent,liquid_influent,secondary_effluent,liquid_effluent,sewage treatment process,unclear,cross_stage_route,influent,secondary_effluent,removal_efficiency,quantitative_removal,percent_removal,removal_percent,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,97.38,single_numeric,tet,influent_to_secondary_effluent,,anaerobic_digestion,anaerobic_digestion,biological-advanced,biological,biological
M1_AXIS1_REMOVAL_CROSS_STAGE_ROUTE,v1.0,2026-06-27,20260627,Yes,R0236,10.1039/c6ew00322b,2017,O_000405,tetZ,influent,final effluent,SH WWTP,log_reduction,1.84,log,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,tetZ,tetracycline resistance,ARG,gene_specific,Yes,influent,liquid_influent,final_effluent,liquid_effluent,SH WWTP,unclear,cross_stage_route,influent,final_effluent,log_reduction,quantitative_removal,log_reduction,log_reduction,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,1.84,single_numeric,tet,influent_to_final_effluent,,chlorination,tertiary_disinfection,disinfection,disinfection,disinfection
M1_AXIS1_REMOVAL_CROSS_STAGE_ROUTE,v1.0,2026-06-27,20260627,Yes,R0236,10.1039/c6ew00322b,2017,O_000408,sul1,influent,final effluent,IH WWTP,log_reduction,0.785,log,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,sul1,sulfonamide resistance,ARG,gene_specific,Yes,influent,liquid_influent,final_effluent,liquid_effluent,IH WWTP,unclear,cross_stage_route,influent,final_effluent,log_reduction,quantitative_removal,log_reduction,log_reduction,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,0.785,single_numeric,sul,influent_to_final_effluent,,chlorination,tertiary_disinfection,disinfection,disinfection,disinfection
M1_AXIS1_REMOVAL_CROSS_STAGE_ROUTE,v1.0,2026-06-27,20260627,Yes,R0236,10.1039/c6ew00322b,2017,O_000409,sul2,influent,final effluent,IH WWTP,log_reduction,0.506,log,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,sul2,sulfonamide resistance,ARG,gene_specific,Yes,influent,liquid_influent,final_effluent,liquid_effluent,IH WWTP,unclear,cross_stage_route,influent,final_effluent,log_reduction,quantitative_removal,log_reduction,log_reduction,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,0.506,single_numeric,sul,influent_to_final_effluent,,chlorination,tertiary_disinfection,disinfection,disinfection,disinfection
M1_AXIS1_REMOVAL_CROSS_STAGE_ROUTE,v1.0,2026-06-27,20260627,Yes,R0262,10.1016/j.watres.2019.05.100,2019,O_000453,qnrS,influent,final effluent,WWTP treatment,log_reduction,2.65,log reduction,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,qnrS,quinolone resistance,ARG,gene_specific,Yes,influent,liquid_influent,final_effluent,liquid_effluent,WWTP treatment,unclear,cross_stage_route,influent,final_effluent,log_reduction,quantitative_removal,log_reduction,log_reduction,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,2.65,single_numeric,qnr,influent_to_final_effluent,,activated_sludge,secondary_biological_treatment,biological-conventional,biological,biological
M1_AXIS1_REMOVAL_CROSS_STAGE_ROUTE,v1.0,2026-06-27,20260627,Yes,R0262,10.1016/j.watres.2019.05.100,2019,O_000454,ermB,influent,final effluent,WWTP treatment,log_reduction,2.65,log reduction,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,ermB,macrolide-lincosamide-streptogramin resistance,ARG,gene_specific,Yes,influent,liquid_influent,final_effluent,liquid_effluent,WWTP treatment,unclear,cross_stage_route,influent,final_effluent,log_reduction,quantitative_removal,log_reduction,log_reduction,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,2.65,single_numeric,erm,influent_to_final_effluent,,activated_sludge,secondary_biological_treatment,biological-conventional,biological,biological
M1_AXIS1_REMOVAL_CROSS_STAGE_ROUTE,v1.0,2026-06-27,20260627,Yes,R0262,10.1016/j.watres.2019.05.100,2019,O_000455,tetM,influent,final effluent,WWTP treatment,log_reduction,2.53,log reduction,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,tetM,tetracycline resistance,ARG,gene_specific,Yes,influent,liquid_influent,final_effluent,liquid_effluent,WWTP treatment,unclear,cross_stage_route,influent,final_effluent,log_reduction,quantitative_removal,log_reduction,log_reduction,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,2.53,single_numeric,tet,influent_to_final_effluent,,activated_sludge,secondary_biological_treatment,biological-conventional,biological,biological
M1_AXIS1_REMOVAL_CROSS_STAGE_ROUTE,v1.0,2026-06-27,20260627,Yes,R0262,10.1016/j.watres.2019.05.100,2019,O_000456,blaCTX-M,influent,final effluent,WWTP treatment,log_reduction,2.44,log reduction,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,blaCTX-M,beta-lactam resistance,ARG,gene_specific,Yes,influent,liquid_influent,final_effluent,liquid_effluent,WWTP treatment,unclear,cross_stage_route,influent,final_effluent,log_reduction,quantitative_removal,log_reduction,log_reduction,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,2.44,single_numeric,bla,influent_to_final_effluent,,activated_sludge,secondary_biological_treatment,biological-conventional,biological,biological
M1_AXIS1_REMOVAL_CROSS_STAGE_ROUTE,v1.0,2026-06-27,20260627,Yes,R0262,10.1016/j.watres.2019.05.100,2019,O_000457,sul2,influent,final effluent,WWTP treatment,log_reduction,2.0,log reduction,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,sul2,sulfonamide resistance,ARG,gene_specific,Yes,influent,liquid_influent,final_effluent,liquid_effluent,WWTP treatment,unclear,cross_stage_route,influent,final_effluent,log_reduction,quantitative_removal,log_reduction,log_reduction,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,2.0,single_numeric,sul,influent_to_final_effluent,,activated_sludge,secondary_biological_treatment,biological-conventional,biological,biological
M1_AXIS1_REMOVAL_CROSS_STAGE_ROUTE,v1.0,2026-06-27,20260627,Yes,R0262,10.1016/j.watres.2019.05.100,2019,O_000458,sul1,influent,final effluent,WWTP treatment,log_reduction,1.82,log reduction,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,sul1,sulfonamide resistance,ARG,gene_specific,Yes,influent,liquid_influent,final_effluent,liquid_effluent,WWTP treatment,unclear,cross_stage_route,influent,final_effluent,log_reduction,quantitative_removal,log_reduction,log_reduction,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,1.82,single_numeric,sul,influent_to_final_effluent,,activated_sludge,secondary_biological_treatment,biological-conventional,biological,biological
M1_AXIS1_REMOVAL_CROSS_STAGE_ROUTE,v1.0,2026-06-27,20260627,Yes,R0262,10.1016/j.watres.2019.05.100,2019,O_000459,intI1,influent,final effluent,WWTP treatment,log_reduction,1.8,log reduction,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,intI1,mobile genetic element marker,intI1_marker,mge_marker,Yes,influent,liquid_influent,final_effluent,liquid_effluent,WWTP treatment,unclear,cross_stage_route,influent,final_effluent,log_reduction,quantitative_removal,log_reduction,log_reduction,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,1.8,single_numeric,intI1,influent_to_final_effluent,,activated_sludge,secondary_biological_treatment,biological-conventional,biological,biological
